Draw_Date,Number_1,Number_2,Number_3,Number_4,Number_5,Mega_Ball,Multiplier,Original_Combination
08/15/2014,16,19,28,29,68,9,2.0,16 19 28 29 68 MB:9
08/12/2014,32,53,60,63,68,6,4.0,32 53 60 63 68 MB:6
08/08/2014,9,16,61,70,75,7,5.0,09 16 61 70 75 MB:7
08/05/2014,25,28,36,45,53,6,5.0,25 28 36 45 53 MB:6
08/01/2014,13,29,34,37,72,6,5.0,13 29 34 37 72 MB:6
07/29/2014,2,8,16,43,74,1,4.0,02 08 16 43 74 MB:1
07/25/2014,22,29,33,41,68,12,5.0,22 29 33 41 68 MB:12
07/22/2014,14,18,22,31,47,15,3.0,14 18 22 31 47 MB:15
07/18/2014,5,8,59,65,72,3,3.0,05 08 59 65 72 MB:3
07/15/2014,2,4,17,36,40,5,2.0,02 04 17 36 40 MB:5
07/11/2014,9,13,30,35,69,10,5.0,09 13 30 35 69 MB:10
07/08/2014,14,25,27,48,49,9,5.0,14 25 27 48 49 MB:9
07/04/2014,16,33,39,58,69,2,5.0,16 33 39 58 69 MB:2
07/01/2014,9,22,38,47,49,15,3.0,09 22 38 47 49 MB:15
06/27/2014,15,29,31,46,64,10,3.0,15 29 31 46 64 MB:10
06/24/2014,13,17,24,47,65,10,4.0,13 17 24 47 65 MB:10
06/20/2014,1,22,25,29,56,3,5.0,01 22 25 29 56 MB:3
06/17/2014,10,14,24,47,60,3,4.0,10 14 24 47 60 MB:3
06/13/2014,7,38,46,49,56,1,5.0,07 38 46 49 56 MB:1
06/10/2014,2,10,24,26,74,7,5.0,02 10 24 26 74 MB:7
06/06/2014,12,29,37,49,72,9,4.0,12 29 37 49 72 MB:9
06/03/2014,19,28,62,66,74,6,3.0,19 28 62 66 74 MB:6
05/30/2014,10,13,42,43,62,2,4.0,10 13 42 43 62 MB:2
05/27/2014,1,6,10,46,58,13,2.0,01 06 10 46 58 MB:13
05/23/2014,12,14,21,38,70,15,4.0,12 14 21 38 70 MB:15
05/20/2014,10,40,63,64,69,7,2.0,10 40 63 64 69 MB:7
05/16/2014,13,14,16,50,56,11,5.0,13 14 16 50 56 MB:11
05/13/2014,37,46,48,70,74,1,2.0,37 46 48 70 74 MB:1
05/09/2014,10,28,39,51,59,14,2.0,10 28 39 51 59 MB:14
05/06/2014,18,20,27,48,51,5,3.0,18 20 27 48 51 MB:5
05/02/2014,1,18,26,35,40,13,5.0,01 18 26 35 40 MB:13
04/29/2014,7,43,59,61,66,3,3.0,07 43 59 61 66 MB:3
04/25/2014,3,11,18,20,66,9,2.0,03 11 18 20 66 MB:9
04/22/2014,2,18,19,49,50,1,3.0,02 18 19 49 50 MB:1
04/18/2014,18,25,38,45,63,9,2.0,18 25 38 45 63 MB:9
04/15/2014,4,39,46,47,70,13,3.0,04 39 46 47 70 MB:13
04/11/2014,3,42,44,47,57,8,5.0,03 42 44 47 57 MB:8
04/08/2014,35,36,41,60,71,3,3.0,35 36 41 60 71 MB:3
04/04/2014,1,10,15,41,54,9,2.0,01 10 15 41 54 MB:9
04/01/2014,10,23,68,74,75,9,5.0,10 23 68 74 75 MB:9
03/28/2014,2,3,9,50,73,12,3.0,02 03 09 50 73 MB:12
03/25/2014,19,26,51,57,73,15,3.0,19 26 51 57 73 MB:15
03/21/2014,2,23,30,35,53,10,5.0,02 23 30 35 53 MB:10
03/18/2014,11,19,24,33,51,7,3.0,11 19 24 33 51 MB:7
03/14/2014,7,20,40,54,69,12,3.0,07 20 40 54 69 MB:12
03/11/2014,9,14,56,57,69,10,4.0,09 14 56 57 69 MB:10
03/07/2014,11,13,51,57,69,1,4.0,11 13 51 57 69 MB:1
03/04/2014,10,29,31,35,45,10,2.0,10 29 31 35 45 MB:10
02/28/2014,3,31,50,58,59,6,4.0,03 31 50 58 59 MB:6
02/25/2014,12,18,25,35,66,15,5.0,12 18 25 35 66 MB:15
02/21/2014,23,29,32,45,46,15,5.0,23 29 32 45 46 MB:15
02/18/2014,23,29,31,37,70,14,5.0,23 29 31 37 70 MB:14
02/14/2014,20,28,35,71,72,7,3.0,20 28 35 71 72 MB:7
02/11/2014,43,64,67,71,73,4,2.0,43 64 67 71 73 MB:4
02/07/2014,11,21,23,35,64,10,3.0,11 21 23 35 64 MB:10
02/04/2014,25,44,49,60,73,9,3.0,25 44 49 60 73 MB:9
01/31/2014,3,9,13,47,52,8,4.0,03 09 13 47 52 MB:8
01/28/2014,7,16,28,53,60,2,3.0,07 16 28 53 60 MB:2
01/24/2014,22,45,46,47,65,10,5.0,22 45 46 47 65 MB:10
01/21/2014,8,23,33,45,52,4,4.0,08 23 33 45 52 MB:4
01/17/2014,1,10,26,31,51,11,4.0,01 10 26 31 51 MB:11
01/14/2014,4,23,26,62,69,13,3.0,04 23 26 62 69 MB:13
01/10/2014,8,28,36,37,57,8,3.0,08 28 36 37 57 MB:8
01/07/2014,13,34,56,62,64,6,5.0,13 34 56 62 64 MB:6
01/03/2014,22,24,25,40,70,5,5.0,22 24 25 40 70 MB:5
12/31/2013,8,12,34,52,58,8,3.0,08 12 34 52 58 MB:8
12/27/2013,4,15,35,48,49,11,5.0,04 15 35 48 49 MB:11
12/24/2013,23,34,53,58,73,2,3.0,23 34 53 58 73 MB:2
12/20/2013,3,4,31,49,57,6,2.0,03 04 31 49 57 MB:6
12/17/2013,8,14,17,20,39,7,4.0,08 14 17 20 39 MB:7
12/13/2013,19,24,26,27,70,12,2.0,19 24 26 27 70 MB:12
12/10/2013,5,12,22,41,65,13,2.0,05 12 22 41 65 MB:13
12/06/2013,11,29,44,63,64,3,3.0,11 29 44 63 64 MB:3
12/03/2013,7,12,41,44,59,3,3.0,07 12 41 44 59 MB:3
11/29/2013,9,41,43,47,57,5,4.0,09 41 43 47 57 MB:5
11/26/2013,27,44,59,74,75,3,5.0,27 44 59 74 75 MB:3
11/22/2013,17,23,35,36,44,8,3.0,17 23 35 36 44 MB:8
11/19/2013,14,15,29,49,63,2,3.0,14 15 29 49 63 MB:2
11/15/2013,25,44,49,54,63,8,4.0,25 44 49 54 63 MB:8
11/12/2013,20,30,32,42,71,15,5.0,20 30 32 42 71 MB:15
11/08/2013,41,42,51,57,65,7,2.0,41 42 51 57 65 MB:7
11/05/2013,2,11,42,64,74,2,5.0,02 11 42 64 74 MB:2
11/01/2013,32,35,49,62,67,1,5.0,32 35 49 62 67 MB:1
10/29/2013,20,33,50,53,54,7,3.0,20 33 50 53 54 MB:7
10/25/2013,6,16,45,54,60,15,2.0,06 16 45 54 60 MB:15
10/22/2013,2,3,19,52,71,14,5.0,02 03 19 52 71 MB:14
10/15/2013,4,23,30,43,50,11,4.0,04 23 30 43 50 MB:11
10/11/2013,3,27,37,45,48,46,4.0,03 27 37 45 48 MB:46
10/08/2013,6,15,19,23,40,5,3.0,06 15 19 23 40 MB:5
10/04/2013,4,16,24,25,44,5,3.0,04 16 24 25 44 MB:5
10/01/2013,7,10,30,37,53,1,3.0,07 10 30 37 53 MB:1
09/27/2013,9,23,27,49,51,38,2.0,09 23 27 49 51 MB:38
09/24/2013,4,11,32,39,40,33,3.0,04 11 32 39 40 MB:33
09/20/2013,1,15,20,21,47,34,2.0,01 15 20 21 47 MB:34
09/17/2013,6,15,27,31,39,25,2.0,06 15 27 31 39 MB:25
09/13/2013,9,22,28,48,54,8,4.0,09 22 28 48 54 MB:8
09/10/2013,2,12,18,54,56,1,3.0,02 12 18 54 56 MB:1
09/06/2013,2,16,17,22,41,31,4.0,02 16 17 22 41 MB:31
09/03/2013,4,13,14,28,41,28,3.0,04 13 14 28 41 MB:28
08/30/2013,6,19,24,43,44,33,2.0,06 19 24 43 44 MB:33
08/27/2013,4,7,30,36,38,38,4.0,04 07 30 36 38 MB:38
08/23/2013,1,9,17,20,53,14,4.0,01 09 17 20 53 MB:14
08/20/2013,13,28,35,38,41,33,3.0,13 28 35 38 41 MB:33
08/16/2013,7,13,26,36,46,37,4.0,07 13 26 36 46 MB:37
08/13/2013,2,31,32,37,41,40,4.0,02 31 32 37 41 MB:40
08/09/2013,11,20,30,34,38,12,3.0,11 20 30 34 38 MB:12
08/06/2013,1,11,16,51,55,41,3.0,01 11 16 51 55 MB:41
08/02/2013,8,21,23,25,39,4,2.0,08 21 23 25 39 MB:4
07/30/2013,25,27,36,42,44,39,3.0,25 27 36 42 44 MB:39
07/26/2013,4,22,23,27,38,42,4.0,04 22 23 27 38 MB:42
07/23/2013,25,32,35,50,51,46,3.0,25 32 35 50 51 MB:46
07/19/2013,16,20,24,39,42,46,3.0,16 20 24 39 42 MB:46
07/16/2013,10,14,21,40,53,20,2.0,10 14 21 40 53 MB:20
07/12/2013,4,5,25,27,51,10,3.0,04 05 25 27 51 MB:10
07/09/2013,3,21,43,45,48,14,2.0,03 21 43 45 48 MB:14
07/05/2013,2,23,41,47,54,42,4.0,02 23 41 47 54 MB:42
07/02/2013,36,42,51,52,53,40,4.0,36 42 51 52 53 MB:40
06/28/2013,8,15,35,46,52,38,4.0,08 15 35 46 52 MB:38
06/25/2013,3,5,28,33,51,16,2.0,03 05 28 33 51 MB:16
06/21/2013,3,14,17,40,50,3,3.0,03 14 17 40 50 MB:3
06/18/2013,6,17,34,40,48,30,2.0,06 17 34 40 48 MB:30
06/14/2013,2,5,31,33,34,20,4.0,02 05 31 33 34 MB:20
06/11/2013,15,40,45,50,53,28,4.0,15 40 45 50 53 MB:28
06/07/2013,1,10,37,48,55,21,4.0,01 10 37 48 55 MB:21
06/04/2013,10,11,12,20,55,19,3.0,10 11 12 20 55 MB:19
05/31/2013,2,20,26,44,46,26,3.0,02 20 26 44 46 MB:26
05/28/2013,4,12,25,32,54,36,4.0,04 12 25 32 54 MB:36
05/24/2013,4,5,16,18,53,28,4.0,04 05 16 18 53 MB:28
05/21/2013,2,15,17,48,55,11,4.0,02 15 17 48 55 MB:11
05/17/2013,11,15,35,43,49,41,4.0,11 15 35 43 49 MB:41
05/14/2013,6,10,12,28,32,38,4.0,06 10 12 28 32 MB:38
05/10/2013,1,19,20,39,49,28,4.0,01 19 20 39 49 MB:28
05/07/2013,1,6,13,20,51,31,4.0,01 06 13 20 51 MB:31
05/03/2013,2,20,34,42,54,39,2.0,02 20 34 42 54 MB:39
04/30/2013,21,30,34,39,49,43,3.0,21 30 34 39 49 MB:43
04/26/2013,17,42,49,54,55,31,4.0,17 42 49 54 55 MB:31
04/23/2013,9,21,22,32,50,10,3.0,09 21 22 32 50 MB:10
04/19/2013,6,8,12,22,43,28,4.0,06 08 12 22 43 MB:28
04/16/2013,2,5,15,18,39,42,2.0,02 05 15 18 39 MB:42
04/12/2013,1,10,13,19,21,28,3.0,01 10 13 19 21 MB:28
04/09/2013,17,30,41,48,54,13,4.0,17 30 41 48 54 MB:13
04/05/2013,8,15,23,36,41,5,3.0,08 15 23 36 41 MB:5
04/02/2013,7,10,14,40,47,34,4.0,07 10 14 40 47 MB:34
03/29/2013,25,31,36,46,53,21,4.0,25 31 36 46 53 MB:21
03/26/2013,20,33,46,49,51,46,4.0,20 33 46 49 51 MB:46
03/22/2013,14,27,34,37,41,38,4.0,14 27 34 37 41 MB:38
03/19/2013,3,6,14,21,37,35,3.0,03 06 14 21 37 MB:35
03/15/2013,4,8,17,22,32,8,2.0,04 08 17 22 32 MB:8
03/12/2013,9,12,19,20,30,39,4.0,09 12 19 20 30 MB:39
03/08/2013,4,11,25,34,35,44,4.0,04 11 25 34 35 MB:44
03/05/2013,6,20,39,41,46,42,3.0,06 20 39 41 46 MB:42
03/01/2013,17,30,38,43,51,20,4.0,17 30 38 43 51 MB:20
02/26/2013,6,7,13,15,43,7,4.0,06 07 13 15 43 MB:7
02/22/2013,9,13,24,38,49,30,3.0,09 13 24 38 49 MB:30
02/19/2013,1,15,19,30,56,28,3.0,01 15 19 30 56 MB:28
02/15/2013,11,35,41,42,44,42,4.0,11 35 41 42 44 MB:42
02/12/2013,9,22,32,38,55,44,3.0,09 22 32 38 55 MB:44
02/08/2013,6,15,20,39,50,5,4.0,06 15 20 39 50 MB:5
02/05/2013,2,5,10,26,44,46,4.0,02 05 10 26 44 MB:46
02/01/2013,1,30,32,40,41,17,3.0,01 30 32 40 41 MB:17
01/29/2013,8,12,27,46,47,6,3.0,08 12 27 46 47 MB:6
01/25/2013,11,12,17,31,48,1,4.0,11 12 17 31 48 MB:1
01/22/2013,7,11,16,39,54,13,3.0,07 11 16 39 54 MB:13
01/18/2013,8,18,25,42,49,14,3.0,08 18 25 42 49 MB:14
01/15/2013,1,6,12,19,41,14,4.0,01 06 12 19 41 MB:14
01/11/2013,24,29,30,34,56,1,4.0,24 29 30 34 56 MB:1
01/08/2013,3,20,21,38,42,19,4.0,03 20 21 38 42 MB:19
01/04/2013,1,2,23,25,55,39,4.0,01 02 23 25 55 MB:39
01/01/2013,4,11,21,25,44,29,4.0,04 11 21 25 44 MB:29
12/28/2012,10,13,32,40,41,32,4.0,10 13 32 40 41 MB:32
12/25/2012,2,3,18,34,48,36,4.0,02 03 18 34 48 MB:36
12/21/2012,3,18,32,41,56,19,3.0,03 18 32 41 56 MB:19
12/18/2012,1,6,7,18,29,16,3.0,01 06 07 18 29 MB:16
12/14/2012,11,28,33,41,43,41,4.0,11 28 33 41 43 MB:41
12/11/2012,39,44,51,52,54,13,4.0,39 44 51 52 54 MB:13
12/07/2012,7,43,44,51,56,4,3.0,07 43 44 51 56 MB:4
12/04/2012,3,19,24,32,43,44,4.0,03 19 24 32 43 MB:44
11/30/2012,11,22,24,28,31,46,3.0,11 22 24 28 31 MB:46
11/27/2012,5,12,26,42,49,24,4.0,05 12 26 42 49 MB:24
11/23/2012,8,37,44,47,48,27,4.0,08 37 44 47 48 MB:27
11/20/2012,9,13,22,38,52,44,4.0,09 13 22 38 52 MB:44
11/16/2012,5,24,26,29,53,36,4.0,05 24 26 29 53 MB:36
11/13/2012,6,12,31,46,56,34,2.0,06 12 31 46 56 MB:34
11/09/2012,18,22,33,35,40,11,4.0,18 22 33 35 40 MB:11
11/06/2012,3,5,13,32,35,6,3.0,03 05 13 32 35 MB:6
11/02/2012,4,18,22,38,44,24,3.0,04 18 22 38 44 MB:24
10/30/2012,5,12,18,29,56,38,4.0,05 12 18 29 56 MB:38
10/26/2012,4,15,24,36,40,44,2.0,04 15 24 36 40 MB:44
10/23/2012,1,17,42,46,55,1,2.0,01 17 42 46 55 MB:1
10/19/2012,14,34,36,48,53,42,3.0,14 34 36 48 53 MB:42
10/16/2012,13,37,40,46,52,29,4.0,13 37 40 46 52 MB:29
10/12/2012,6,10,24,26,42,15,4.0,06 10 24 26 42 MB:15
10/09/2012,6,15,16,22,37,3,4.0,06 15 16 22 37 MB:3
10/05/2012,8,9,16,32,39,15,3.0,08 09 16 32 39 MB:15
10/02/2012,10,11,20,42,55,9,4.0,10 11 20 42 55 MB:9
09/28/2012,6,8,14,43,56,28,4.0,06 08 14 43 56 MB:28
09/25/2012,7,8,23,50,51,26,3.0,07 08 23 50 51 MB:26
09/21/2012,3,13,14,46,55,34,4.0,03 13 14 46 55 MB:34
09/18/2012,5,9,22,36,49,36,3.0,05 09 22 36 49 MB:36
09/14/2012,16,17,21,40,51,20,4.0,16 17 21 40 51 MB:20
09/11/2012,5,11,20,33,36,11,3.0,05 11 20 33 36 MB:11
09/07/2012,15,32,38,42,46,31,4.0,15 32 38 42 46 MB:31
09/04/2012,16,32,39,41,53,16,3.0,16 32 39 41 53 MB:16
08/31/2012,31,40,41,47,48,45,3.0,31 40 41 47 48 MB:45
08/28/2012,4,9,40,45,50,39,4.0,04 09 40 45 50 MB:39
08/24/2012,25,34,45,46,49,34,2.0,25 34 45 46 49 MB:34
08/21/2012,5,13,20,23,33,30,2.0,05 13 20 23 33 MB:30
08/17/2012,8,20,24,35,56,24,3.0,08 20 24 35 56 MB:24
08/14/2012,15,23,34,39,55,32,4.0,15 23 34 39 55 MB:32
08/10/2012,10,18,36,38,44,8,4.0,10 18 36 38 44 MB:8
08/07/2012,30,32,33,42,48,7,4.0,30 32 33 42 48 MB:7
08/03/2012,2,10,13,38,46,2,3.0,02 10 13 38 46 MB:2
07/31/2012,5,18,21,29,41,37,3.0,05 18 21 29 41 MB:37
07/27/2012,2,3,4,8,43,26,3.0,02 03 04 08 43 MB:26
07/24/2012,5,9,38,46,51,5,4.0,05 09 38 46 51 MB:5
07/20/2012,2,44,48,50,52,3,3.0,02 44 48 50 52 MB:3
07/17/2012,1,13,21,49,55,17,4.0,01 13 21 49 55 MB:17
07/13/2012,6,7,13,24,46,34,2.0,06 07 13 24 46 MB:34
07/10/2012,3,11,19,23,36,21,4.0,03 11 19 23 36 MB:21
07/06/2012,20,23,28,35,39,21,3.0,20 23 28 35 39 MB:21
07/03/2012,3,4,24,36,52,45,4.0,03 04 24 36 52 MB:45
06/29/2012,28,34,39,45,53,34,4.0,28 34 39 45 53 MB:34
06/26/2012,3,16,23,35,36,20,4.0,03 16 23 35 36 MB:20
06/22/2012,10,16,19,32,36,13,3.0,10 16 19 32 36 MB:13
06/19/2012,11,21,27,30,53,11,2.0,11 21 27 30 53 MB:11
06/15/2012,8,12,18,30,40,4,3.0,08 12 18 30 40 MB:4
06/12/2012,2,9,17,34,50,45,4.0,02 09 17 34 50 MB:45
06/08/2012,4,9,34,40,48,25,3.0,04 09 34 40 48 MB:25
06/05/2012,37,39,42,53,55,22,3.0,37 39 42 53 55 MB:22
06/01/2012,2,27,38,46,52,45,3.0,02 27 38 46 52 MB:45
05/29/2012,2,14,29,53,55,31,3.0,02 14 29 53 55 MB:31
05/25/2012,9,15,21,40,54,11,4.0,09 15 21 40 54 MB:11
05/22/2012,10,14,35,43,52,16,2.0,10 14 35 43 52 MB:16
05/18/2012,3,11,22,34,49,1,4.0,03 11 22 34 49 MB:1
05/15/2012,10,11,12,14,24,6,4.0,10 11 12 14 24 MB:6
05/11/2012,3,15,29,35,54,8,4.0,03 15 29 35 54 MB:8
05/08/2012,2,6,8,18,51,19,3.0,02 06 08 18 51 MB:19
05/04/2012,4,11,21,42,53,38,4.0,04 11 21 42 53 MB:38
05/01/2012,24,27,31,45,52,38,4.0,24 27 31 45 52 MB:38
04/27/2012,2,5,45,46,47,37,4.0,02 05 45 46 47 MB:37
04/24/2012,3,9,15,37,38,39,4.0,03 09 15 37 38 MB:39
04/20/2012,14,23,26,33,35,40,3.0,14 23 26 33 35 MB:40
04/17/2012,1,16,24,32,48,2,4.0,01 16 24 32 48 MB:2
04/13/2012,9,14,17,36,42,33,4.0,09 14 17 36 42 MB:33
04/10/2012,2,6,12,31,48,25,4.0,02 06 12 31 48 MB:25
04/06/2012,2,19,20,24,33,39,4.0,02 19 20 24 33 MB:39
04/03/2012,11,35,38,41,52,40,4.0,11 35 38 41 52 MB:40
03/30/2012,2,4,23,38,46,23,3.0,02 04 23 38 46 MB:23
03/27/2012,9,19,34,44,51,24,3.0,09 19 34 44 51 MB:24
03/23/2012,6,17,19,20,21,20,4.0,06 17 19 20 21 MB:20
03/20/2012,1,4,6,11,14,30,4.0,01 04 06 11 14 MB:30
03/16/2012,28,29,43,51,53,7,3.0,28 29 43 51 53 MB:7
03/13/2012,2,8,30,36,48,31,3.0,02 08 30 36 48 MB:31
03/09/2012,9,10,27,36,42,11,4.0,09 10 27 36 42 MB:11
03/06/2012,20,24,31,33,36,44,4.0,20 24 31 33 36 MB:44
03/02/2012,16,29,48,52,54,5,2.0,16 29 48 52 54 MB:5
02/28/2012,6,15,29,39,51,36,3.0,06 15 29 39 51 MB:36
02/24/2012,1,16,18,25,27,3,4.0,01 16 18 25 27 MB:3
02/21/2012,9,30,39,42,47,37,3.0,09 30 39 42 47 MB:37
02/17/2012,16,25,28,32,40,3,3.0,16 25 28 32 40 MB:3
02/14/2012,3,5,10,26,27,27,2.0,03 05 10 26 27 MB:27
02/10/2012,3,4,18,29,50,20,4.0,03 04 18 29 50 MB:20
02/07/2012,17,23,30,37,45,4,4.0,17 23 30 37 45 MB:4
02/03/2012,7,19,21,49,53,35,4.0,07 19 21 49 53 MB:35
01/31/2012,9,17,18,28,43,9,3.0,09 17 18 28 43 MB:9
01/27/2012,3,5,30,36,48,23,4.0,03 05 30 36 48 MB:23
01/24/2012,10,22,24,36,49,33,4.0,10 22 24 36 49 MB:33
01/20/2012,1,9,28,38,47,8,2.0,01 09 28 38 47 MB:8
01/17/2012,3,15,31,36,53,27,2.0,03 15 31 36 53 MB:27
01/13/2012,10,27,28,37,51,19,3.0,10 27 28 37 51 MB:19
01/10/2012,4,10,16,38,48,34,3.0,04 10 16 38 48 MB:34
01/06/2012,9,17,28,34,48,46,2.0,09 17 28 34 48 MB:46
01/03/2012,2,3,15,22,36,23,2.0,02 03 15 22 36 MB:23
12/30/2011,4,24,45,46,52,1,4.0,04 24 45 46 52 MB:1
12/27/2011,23,32,33,39,43,8,3.0,23 32 33 39 43 MB:8
12/23/2011,3,5,8,18,29,14,4.0,03 05 08 18 29 MB:14
12/20/2011,20,24,27,45,51,31,4.0,20 24 27 45 51 MB:31
12/16/2011,2,4,26,36,39,27,3.0,02 04 26 36 39 MB:27
12/13/2011,5,6,22,26,41,6,4.0,05 06 22 26 41 MB:6
12/09/2011,4,12,29,49,51,44,4.0,04 12 29 49 51 MB:44
12/06/2011,7,21,29,35,49,39,4.0,07 21 29 35 49 MB:39
12/02/2011,24,30,48,51,56,45,4.0,24 30 48 51 56 MB:45
11/29/2011,17,29,43,48,52,36,4.0,17 29 43 48 52 MB:36
11/25/2011,22,28,42,49,54,43,3.0,22 28 42 49 54 MB:43
11/22/2011,4,16,23,33,48,38,2.0,04 16 23 33 48 MB:38
11/18/2011,4,13,33,39,55,3,4.0,04 13 33 39 55 MB:3
11/15/2011,3,6,24,30,33,21,4.0,03 06 24 30 33 MB:21
11/11/2011,2,16,22,29,50,27,4.0,02 16 22 29 50 MB:27
11/08/2011,5,31,45,47,54,4,4.0,05 31 45 47 54 MB:4
11/04/2011,26,30,32,33,44,1,4.0,26 30 32 33 44 MB:1
11/01/2011,27,31,39,40,46,36,3.0,27 31 39 40 46 MB:36
10/28/2011,13,31,49,52,56,41,4.0,13 31 49 52 56 MB:41
10/25/2011,13,33,40,44,46,8,4.0,13 33 40 44 46 MB:8
10/21/2011,6,21,35,37,38,17,3.0,06 21 35 37 38 MB:17
10/18/2011,24,25,45,47,53,42,2.0,24 25 45 47 53 MB:42
10/14/2011,13,35,42,45,54,26,4.0,13 35 42 45 54 MB:26
10/11/2011,25,34,38,44,56,27,4.0,25 34 38 44 56 MB:27
10/07/2011,5,15,19,23,38,19,4.0,05 15 19 23 38 MB:19
10/04/2011,3,26,40,45,52,11,3.0,03 26 40 45 52 MB:11
09/30/2011,3,19,21,44,45,29,4.0,03 19 21 44 45 MB:29
09/27/2011,2,20,28,36,45,37,4.0,02 20 28 36 45 MB:37
09/23/2011,27,31,32,40,52,36,4.0,27 31 32 40 52 MB:36
09/20/2011,6,29,38,50,51,39,4.0,06 29 38 50 51 MB:39
09/16/2011,6,23,41,45,56,24,4.0,06 23 41 45 56 MB:24
09/13/2011,22,31,43,48,56,45,4.0,22 31 43 48 56 MB:45
09/09/2011,7,12,19,23,31,45,4.0,07 12 19 23 31 MB:45
09/06/2011,1,36,38,42,49,19,4.0,01 36 38 42 49 MB:19
09/02/2011,25,44,48,49,55,20,3.0,25 44 48 49 55 MB:20
08/30/2011,2,22,25,28,50,18,4.0,02 22 25 28 50 MB:18
08/26/2011,2,3,27,30,47,36,3.0,02 03 27 30 47 MB:36
08/23/2011,11,21,44,48,49,23,3.0,11 21 44 48 49 MB:23
08/19/2011,5,15,53,54,56,22,2.0,05 15 53 54 56 MB:22
08/16/2011,4,38,41,42,43,44,4.0,04 38 41 42 43 MB:44
08/12/2011,9,43,51,54,55,13,4.0,09 43 51 54 55 MB:13
08/09/2011,11,19,39,45,54,15,4.0,11 19 39 45 54 MB:15
08/05/2011,6,24,28,33,42,19,3.0,06 24 28 33 42 MB:19
08/02/2011,14,17,19,20,32,28,4.0,14 17 19 20 32 MB:28
07/29/2011,8,10,22,47,48,35,4.0,08 10 22 47 48 MB:35
07/26/2011,20,25,35,52,55,10,3.0,20 25 35 52 55 MB:10
07/22/2011,23,31,32,39,56,38,4.0,23 31 32 39 56 MB:38
07/19/2011,2,9,10,16,35,40,4.0,02 09 10 16 35 MB:40
07/15/2011,16,29,30,46,56,6,3.0,16 29 30 46 56 MB:6
07/12/2011,3,9,11,44,49,9,4.0,03 09 11 44 49 MB:9
07/08/2011,1,2,22,37,50,45,3.0,01 02 22 37 50 MB:45
07/05/2011,1,10,13,18,46,19,2.0,01 10 13 18 46 MB:19
07/01/2011,12,17,30,35,47,26,4.0,12 17 30 35 47 MB:26
06/28/2011,12,17,27,47,48,33,4.0,12 17 27 47 48 MB:33
06/24/2011,10,14,40,49,51,4,3.0,10 14 40 49 51 MB:4
06/21/2011,11,24,25,31,46,17,3.0,11 24 25 31 46 MB:17
06/17/2011,12,29,46,47,51,24,4.0,12 29 46 47 51 MB:24
06/14/2011,9,10,20,51,53,24,4.0,09 10 20 51 53 MB:24
06/10/2011,18,21,27,37,38,7,3.0,18 21 27 37 38 MB:7
06/07/2011,29,32,35,47,52,13,4.0,29 32 35 47 52 MB:13
06/03/2011,20,23,41,49,53,31,3.0,20 23 41 49 53 MB:31
05/31/2011,28,30,31,37,55,13,3.0,28 30 31 37 55 MB:13
05/27/2011,5,7,14,28,56,10,4.0,05 07 14 28 56 MB:10
05/24/2011,9,12,21,42,43,42,3.0,09 12 21 42 43 MB:42
05/20/2011,10,17,19,45,48,30,4.0,10 17 19 45 48 MB:30
05/17/2011,1,2,17,25,48,45,4.0,01 02 17 25 48 MB:45
05/13/2011,3,33,39,47,53,9,4.0,03 33 39 47 53 MB:9
05/10/2011,11,16,34,40,51,34,4.0,11 16 34 40 51 MB:34
05/06/2011,6,18,26,37,41,9,3.0,06 18 26 37 41 MB:9
05/03/2011,1,16,29,36,50,16,2.0,01 16 29 36 50 MB:16
04/29/2011,9,10,11,33,51,29,4.0,09 10 11 33 51 MB:29
04/26/2011,19,29,32,38,55,15,3.0,19 29 32 38 55 MB:15
04/22/2011,3,18,46,51,53,17,3.0,03 18 46 51 53 MB:17
04/19/2011,20,24,32,45,51,43,4.0,20 24 32 45 51 MB:43
04/15/2011,22,23,33,39,48,29,3.0,22 23 33 39 48 MB:29
04/12/2011,10,23,39,41,45,15,2.0,10 23 39 41 45 MB:15
04/08/2011,6,40,45,50,56,11,3.0,06 40 45 50 56 MB:11
04/05/2011,1,19,20,31,36,9,2.0,01 19 20 31 36 MB:9
04/01/2011,13,14,35,36,53,19,3.0,13 14 35 36 53 MB:19
03/29/2011,6,15,23,34,38,43,4.0,06 15 23 34 38 MB:43
03/25/2011,22,24,31,52,54,4,4.0,22 24 31 52 54 MB:4
03/22/2011,1,14,35,50,53,43,4.0,01 14 35 50 53 MB:43
03/18/2011,14,33,34,54,56,37,4.0,14 33 34 54 56 MB:37
03/15/2011,10,11,12,28,43,45,4.0,10 11 12 28 43 MB:45
03/11/2011,14,19,21,42,45,6,2.0,14 19 21 42 45 MB:6
03/08/2011,3,17,19,41,55,24,4.0,03 17 19 41 55 MB:24
03/04/2011,8,10,15,23,41,7,4.0,08 10 15 23 41 MB:7
03/01/2011,1,12,19,20,47,25,3.0,01 12 19 20 47 MB:25
02/25/2011,4,5,17,19,50,7,4.0,04 05 17 19 50 MB:7
02/22/2011,15,22,23,48,55,31,4.0,15 22 23 48 55 MB:31
02/18/2011,5,6,7,30,45,42,3.0,05 06 07 30 45 MB:42
02/15/2011,17,18,24,35,39,18,4.0,17 18 24 35 39 MB:18
02/11/2011,8,9,17,32,34,13,2.0,08 09 17 32 34 MB:13
02/08/2011,25,35,36,47,48,18,2.0,25 35 36 47 48 MB:18
